Datum;Eröffnung;Schluss;Tageshoch;Tagestief;Daily Return
06.03.2006;11.022,47;10.958,59;11.037,12;10.929,22;-0,002574977
07.03.2006;10.957,31;10.980,69;10.989,01;10.928,74;0,000782881
08.03.2006;10.977,08;11.005,74;11.026,71;10.922,73;0,001129263
09.03.2006;11.005,66;10.972,28;11.049,12;10.963,88;-0,001293879
10.03.2006;10.972,92;11.076,34;11.098,99;10.972,92;0,003731634
13.03.2006;11.067,61;11.076,02;11.116,68;11.056,33;0,000329884
14.03.2006;11.076,02;11.151,34;11.161,35;11.058,65;0,002881788
15.03.2006;11.149,76;11.209,77;11.226,74;11.138,93;0,002377671
16.03.2006;11.210,97;11.253,24;11.282,45;11.210,57;0,001668351
17.03.2006;11.254,12;11.279,65;11.290,07;11.254,12;0,00095636
20.03.2006;11.278,93;11.274,53;11.308,39;11.259,80;-0,000117071
21.03.2006;11.275,89;11.235,47;11.334,96;11.221,54;-0,001596695
22.03.2006;11.234,51;11.317,43;11.328,80;11.226,42;0,003190612
23.03.2006;11.317,35;11.270,29;11.327,20;11.237,15;-0,001797325
24.03.2006;11.270,61;11.279,97;11.316,09;11.244,03;0,000366683
27.03.2006;11.280,13;11.250,11;11.280,45;11.229,86;-0,001157336
28.03.2006;11.250,11;11.154,54;11.281,77;11.145,02;-0,00368953
29.03.2006;11.154,94;11.215,70;11.244,35;11.154,94;0,002383927
30.03.2006;11.216,34;11.150,70;11.259,16;11.117,64;-0,002524108
31.03.2006;11.151,34;11.109,32;11.191,36;11.105,65;-0,001495743
03.04.2006;11.113,00;11.144,94;11.247,87;11.113,00;0,003511162
04.04.2006;11.203,21;11.203,85;11.226,98;11.123,57;0,001406447
05.04.2006;11.239,55;11.239,55;11.250,99;11.169,35;-0,000252778
06.04.2006;11.233,01;11.216,50;11.246,91;11.167,03;-0,000614005
07.04.2006;11.217,14;11.120,04;11.269,30;11.108,02;-0,00378204
10.04.2006;11.119,88;11.141,33;11.185,54;11.117,08;0,000836937
11.04.2006;11.141,33;11.089,63;11.186,64;11.053,17;-0,002026248
12.04.2006;11.089,47;11.129,97;11.144,14;11.087,47;0,001589447
13.04.2006;11.130,13;11.137,65;11.178,40;11.105,80;0,000280851
17.04.2006;11.137,33;11.073,78;11.159,99;11.039,12;-0,002453823
18.04.2006;11.074,58;11.268,77;11.280,45;11.074,58;0,007419352
19.04.2006;11.265,40;11.278,77;11.302,95;11.236,19;0,000505882
20.04.2006;11.278,53;11.342,89;11.384,11;11.275,05;0,002492662
21.04.2006;11.343,45;11.347,45;11.405,88;11.316,79;0,000128622
24.04.2006;11.346,81;11.336,32;11.359,70;11.305,83;-0,000392492
25.04.2006;11.336,56;11.283,25;11.355,37;11.260,84;-0,00204708
26.04.2006;11.283,25;11.354,49;11.379,87;11.282,77;0,002543666
27.04.2006;11.349,53;11.382,51;11.416,93;11.275,30;0,000336605
28.04.2006;11.358,33;11.367,14;11.417,66;11.347,21;0,000361178
01.05.2006;11.367,78;11.343,29;11.428,37;11.329,44;-0,000863121
02.05.2006;11.345,21;11.416,45;11.427,65;11.345,13;0,002651582
03.05.2006;11.414,69;11.400,28;11.424,93;11.362,42;-0,000490703
04.05.2006;11.401,80;11.438,86;11.463,11;11.401,80;0,001476142
05.05.2006;11.440,62;11.577,74;11.586,38;11.440,62;0,005122838
08.05.2006;11.576,37;11.584,54;11.603,59;11.561,97;0,000309393
09.05.2006;11.584,62;11.639,77;11.640,73;11.572,05;0,001715846
10.05.2006;11.630,48;11.642,65;11.670,19;11.595,18;0,00032885
11.05.2006;11.639,29;11.500,73;11.639,45;11.479,44;-0,005228271
12.05.2006;11.500,01;11.380,99;11.500,01;11.374,74;-0,004539546
15.05.2006;11.380,43;11.428,77;11.435,34;11.333,04;0,00181954
16.05.2006;11.428,21;11.419,89;11.460,55;11.392,67;-0,00068762
17.05.2006;11.410,13;11.205,61;11.410,13;11.174,38;-0,007833386
18.05.2006;11.206,17;11.128,29;11.247,39;11.127,09;-0,003181781
19.05.2006;11.124,37;11.144,06;11.180,29;11.075,22;0,000743074
22.05.2006;11.143,42;11.125,33;11.175,35;11.040,07;-0,000668124
23.05.2006;11.126,29;11.098,35;11.202,65;11.097,31;-0,001023093
24.05.2006;11.100,11;11.117,32;11.168,24;11.030,47;0,000580622
25.05.2006;11.114,96;11.211,05;11.214,98;11.114,96;0,003763177
26.05.2006;11.211,69;11.278,61;11.283,49;11.211,54;0,002532127
30.05.2006;11.277,25;11.094,43;11.278,13;11.094,35;-0,007226629
31.05.2006;11.091,15;11.168,31;11.183,04;11.085,38;0,003038879
01.06.2006;11.169,03;11.260,28;11.270,21;11.150,07;0,003542989
02.06.2006;11.260,52;11.247,87;11.285,82;11.191,53;-0,000500514
05.06.2006;11.247,55;11.048,72;11.248,79;11.040,24;-0,007764833
06.06.2006;11.048,24;11.002,14;11.094,26;10.926,42;-0,001819091
07.06.2006;11.002,06;10.930,90;11.077,38;10.928,34;-0,002865768
08.06.2006;10.929,70;10.938,82;10.964,68;10.757,55;0,000374939
09.06.2006;10.939,14;10.891,92;10.976,20;10.871,59;-0,001875548
12.06.2006;10.892,00;10.792,58;10.927,12;10.790,26;-0,004362389
13.06.2006;10.783,14;10.706,14;10.862,30;10.700,93;-0,003086365
14.06.2006;10.706,78;10.816,92;10.817,00;10.698,85;0,004467222
15.06.2006;10.817,48;11.015,19;11.036,48;10.817,48;0,007833955
16.06.2006;11.014,38;11.014,55;11.045,20;10.984,13;1,93202E-05
19.06.2006;11.014,87;10.942,11;11.057,61;10.907,29;-0,002881475
20.06.2006;10.942,03;10.974,84;11.029,83;10.938,42;0,001316125
21.06.2006;10.975,24;11.079,46;11.131,73;10.971,72;0,00403871
22.06.2006;11.077,78;11.019,11;11.077,78;10.986,14;-0,002303064
23.06.2006;11.019,19;10.989,09;11.074,26;10.973,40;-0,001140519
26.06.2006;10.990,29;11.045,28;11.048,72;10.973,72;0,002283948
27.06.2006;11.048,24;10.924,74;11.064,09;10.920,73;-0,004859729
28.06.2006;10.925,30;10.973,56;10.981,25;10.902,48;0,001945831
29.06.2006;10.974,36;11.190,80;11.195,54;10.974,36;0,008481932
30.06.2006;11.190,80;11.150,22;11.235,63;11.150,06;-0,001611975
03.07.2006;11.149,34;11.228,02;11.231,30;11.149,34;0,002939512
05.07.2006;11.225,06;11.151,82;11.225,06;11.123,32;-0,003025995
06.07.2006;11.147,12;11.225,30;11.257,08;11.147,12;0,002991946
07.07.2006;11.224,18;11.090,67;11.224,18;11.066,01;-0,005156117
10.07.2006;11.091,71;11.103,55;11.174,47;11.090,04;0,000425796
11.07.2006;11.102,59;11.134,77;11.151,18;11.027,99;0,001225744
12.07.2006;11.133,97;11.013,18;11.149,96;10.995,97;-0,004759393
13.07.2006;11.012,62;10.846,29;11.012,62;10.832,93;-0,006599832
14.07.2006;10.846,53;10.739,35;10.848,37;10.701,34;-0,004312825
17.07.2006;10.739,35;10.747,36;10.802,67;10.714,71;0,000262373
18.07.2006;10.745,84;10.799,23;10.813,79;10.683,32;0,002078418
19.07.2006;10.797,39;11.011,42;11.038,48;10.797,39;0,008360437
20.07.2006;11.007,26;10.928,10;11.037,28;10.924,98;-0,002743688
21.07.2006;10.937,94;10.868,38;10.951,77;10.838,85;-0,002757935
24.07.2006;10.868,70;11.051,05;11.065,95;10.868,62;0,007225942
25.07.2006;11.051,05;11.103,71;11.133,81;10.999,90;0,002033276
26.07.2006;11.102,91;11.102,51;11.157,82;11.048,16;5,00648E-05
27.07.2006;11.104,19;11.100,43;11.187,76;11.087,55;-8,13582E-05
28.07.2006;11.102,11;11.219,70;11.243,31;11.102,03;0,004544751
31.07.2006;11.218,90;11.185,68;11.219,06;11.178,32;-0,001322054
01.08.2006;11.184,80;11.125,73;11.185,28;11.083,86;-0,002305952
02.08.2006;11.125,57;11.199,93;11.229,46;11.125,25;0,002712689
03.08.2006;11.195,28;11.242,59;11.269,49;11.144,46;0,001908665
04.08.2006;11.244,59;11.240,35;11.344,17;11.187,36;-0,000197792
07.08.2006;11.239,47;11.219,38;11.245,95;11.190,56;-0,000823428
08.08.2006;11.218,18;11.173,59;11.276,29;11.141,82;-0,001928722
09.08.2006;11.168,47;11.076,18;11.250,84;11.068,57;-0,003722891
10.08.2006;11.073,14;11.124,37;11.143,98;11.044,72;0,001879298
11.08.2006;11.121,16;11.088,03;11.121,16;11.042,64;-0,001254964
14.08.2006;11.089,07;11.097,87;11.202,73;11.079,78;0,000350769
15.08.2006;11.098,03;11.230,26;11.234,27;11.098,03;0,004936973
16.08.2006;11.224,91;11.327,12;11.340,80;11.224,91;0,003945836
17.08.2006;11.327,36;11.334,96;11.372,42;11.298,38;0,000245309
18.08.2006;11.333,76;11.381,47;11.381,47;11.317,67;0,001793819
21.08.2006;11.380,67;11.345,05;11.380,99;11.321,99;-0,001385916
22.08.2006;11.344,41;11.339,84;11.383,71;11.303,34;-0,00027917
23.08.2006;11.337,12;11.297,90;11.370,82;11.264,04;-0,001508092
24.08.2006;11.297,82;11.304,46;11.334,72;11.273,89;0,000130678
25.08.2006;11.301,22;11.284,05;11.317,43;11.260,28;-0,000611066
28.08.2006;11.285,33;11.352,01;11.387,79;11.273,49;0,002582986
29.08.2006;11.352,65;11.369,94;11.379,55;11.299,58;0,000509639
30.08.2006;11.365,98;11.382,91;11.407,08;11.355,69;0,00066778
31.08.2006;11.383,47;11.381,15;11.405,32;11.369,78;-2,74698E-05
01.09.2006;11.382,75;11.464,15;11.476,48;11.382,75;0,003006765
05.09.2006;11.461,83;11.469,28;11.488,17;11.438,06;0,000166686
06.09.2006;11.466,23;11.406,20;11.466,23;11.395,15;-0,002319267
07.09.2006;11.405,16;11.331,44;11.405,24;11.323,84;-0,002785619
08.09.2006;11.332,24;11.392,11;11.402,84;11.331,04;0,002203004
11.09.2006;11.389,87;11.396,84;11.421,25;11.342,17;0,000238246
12.09.2006;11.396,12;11.498,09;11.512,98;11.395,71;0,003475694
13.09.2006;11.487,69;11.543,32;11.567,25;11.476,16;0,002101038
14.09.2006;11.543,40;11.527,39;11.549,08;11.495,37;-0,000551523
15.09.2006;11.528,75;11.560,77;11.613,51;11.528,75;0,001174485
18.09.2006;11.559,97;11.555,00;11.588,38;11.528,11;-0,000201791
19.09.2006;11.554,60;11.540,91;11.562,05;11.480,56;-0,00046331
20.09.2006;11.542,28;11.613,19;11.628,88;11.542,20;0,002603079
21.09.2006;11.611,67;11.533,23;11.630,56;11.501,77;-0,002955782
22.09.2006;11.532,91;11.508,10;11.533,07;11.474,56;-0,000889992
25.09.2006;11.509,30;11.575,81;11.616,48;11.486,00;0,002499478
26.09.2006;11.575,73;11.669,39;11.670,27;11.567,65;0,003529538
27.09.2006;11.670,19;11.689,24;11.720,77;11.659,62;0,000714293
28.09.2006;11.689,40;11.718,45;11.728,46;11.660,42;0,001063127
29.09.2006;11.718,05;11.679,07;11.741,99;11.677,79;-0,00145006
02.10.2006;11.678,99;11.670,35;11.726,94;11.658,66;-0,000330337
03.10.2006;11.670,11;11.727,34;11.758,95;11.653,06;0,001961593
04.10.2006;11.722,94;11.850,61;11.851,25;11.707,49;0,00447579
05.10.2006;11.844,38;11.866,69;11.870,06;11.821,23;0,000773345
06.10.2006;11.865,49;11.850,21;11.865,57;11.800,50;-0,000583453
09.10.2006;11.849,56;11.857,81;11.872,94;11.813,22;0,000299333
10.10.2006;11.857,73;11.867,17;11.877,90;11.829,71;0,00028412
11.10.2006;11.865,49;11.852,13;11.875,98;11.794,17;-0,000415992
12.10.2006;11.854,13;11.947,70;11.959,63;11.854,05;0,003397175
13.10.2006;11.947,22;11.960,51;11.960,51;11.908,80;0,000511885
16.10.2006;11.961,31;11.980,60;11.997,25;11.945,54;0,000583808
17.10.2006;11.977,40;11.950,02;11.979,08;11.887,19;-0,001081152
18.10.2006;11.947,62;11.992,68;12.049,51;11.947,62;0,001498661
19.10.2006;11.988,92;12.011,73;12.027,74;11.966,91;0,000871776
20.10.2006;12.013,01;12.002,37;12.048,87;11.941,94;-0,000422461
23.10.2006;12.001,33;12.116,91;12.125,16;11.971,79;0,004148167
24.10.2006;12.116,51;12.127,88;12.133,80;12.079,05;0,000384427
25.10.2006;12.127,24;12.134,68;12.147,97;12.081,77;0,000272082
26.10.2006;12.134,84;12.163,66;12.167,02;12.096,10;0,001070205
27.10.2006;12.164,78;12.090,26;12.164,86;12.073,53;-0,002708852
30.10.2006;12.089,14;12.086,50;12.117,23;12.049,92;-0,000106349
31.10.2006;12.086,18;12.080,73;12.113,39;12.025,34;-0,000213136
01.11.2006;12.080,25;12.031,02;12.123,96;12.007,17;-0,002027677
02.11.2006;12.023,98;12.018,54;12.032,55;11.979,00;-0,000205205
03.11.2006;12.018,30;11.986,04;12.061,52;11.965,31;-0,001199204
06.11.2006;11.985,16;12.105,55;12.117,71;11.984,76;0,004311988
07.11.2006;12.104,75;12.156,77;12.196,32;12.101,06;0,001526793
08.11.2006;12.147,38;12.176,54;12.193,75;12.102,90;0,000975651
09.11.2006;12.174,70;12.103,30;12.187,03;12.090,10;-0,002574565
10.11.2006;12.102,74;12.108,43;12.127,08;12.074,01;-0,000180893
13.11.2006;12.097,70;12.131,88;12.164,70;12.084,81;0,001245342
14.11.2006;12.132,44;12.218,01;12.228,01;12.084,97;0,002922919
15.11.2006;12.214,37;12.251,71;12.291,73;12.205,76;0,00126679
16.11.2006;12.250,05;12.305,82;12.325,91;12.250,05;0,001930345
17.11.2006;12.304,62;12.342,56;12.342,56;12.277,40;0,001271941
20.11.2006;12.340,71;12.316,54;12.355,23;12.302,52;-0,001006954
21.11.2006;12.312,13;12.321,59;12.339,85;12.296,03;0,00034484
22.11.2006;12.321,91;12.326,95;12.361,00;12.302,76;-7,0492E-06
24.11.2006;12.321,71;12.280,17;12.324,11;12.258,86;-0,001503386
27.11.2006;12.279,13;12.121,71;12.279,53;12.110,81;-0,005702962
28.11.2006;12.118,94;12.136,45;12.149,19;12.072,60;0,000553672
29.11.2006;12.134,40;12.226,73;12.240,67;12.134,40;0,003292015
30.11.2006;12.226,73;12.221,93;12.275,12;12.162,48;-0,000204644
01.12.2006;12.220,97;12.194,13;12.248,04;12.089,98;-0,000903575
04.12.2006;12.195,57;12.283,85;12.309,97;12.195,57;0,003126744
05.12.2006;12.283,69;12.331,60;12.335,37;12.276,08;0,001589142
06.12.2006;12.328,72;12.309,25;12.335,45;12.294,83;-0,00065535
07.12.2006;12.310,13;12.278,41;12.360,76;12.264,47;-0,001120508
08.12.2006;12.278,41;12.307,49;12.332,88;12.243,08;0,000982191
11.12.2006;12.306,21;12.328,48;12.354,59;12.297,63;0,000776759
12.12.2006;12.328,24;12.315,58;12.333,92;12.252,05;-0,00054743
13.12.2006;12.312,71;12.317,50;12.368,61;12.301,56;0,00016892
14.12.2006;12.317,50;12.416,76;12.431,26;12.307,01;0,003527686
15.12.2006;12.417,96;12.445,52;12.486,30;12.417,88;0,000987915
18.12.2006;12.446,24;12.441,27;12.490,70;12.428,94;-0,000234898
19.12.2006;12.439,51;12.471,32;12.491,91;12.397,61;0,001109149
20.12.2006;12.471,32;12.463,87;12.498,47;12.456,58;-0,000337919
21.12.2006;12.461,62;12.421,25;12.483,73;12.396,01;-0,00169495
22.12.2006;12.413,08;12.343,22;12.420,21;12.341,70;-0,002496124
26.12.2006;12.341,94;12.407,63;12.418,20;12.337,05;0,002333404
27.12.2006;12.408,43;12.510,57;12.519,22;12.407,79;0,003560262
28.12.2006;12.510,57;12.501,52;12.529,88;12.478,13;-0,000350408
29.12.2006;12.500,48;12.463,15;12.526,03;12.451,13;-0,001424681
03.01.2007;12.459,54;12.474,52;12.580,35;12.404,82;0,000474485
04.01.2007;12.473,16;12.480,69;12.510,41;12.403,86;0,000239832
05.01.2007;12.480,05;12.398,01;12.480,13;12.365,41;-0,00307457
08.01.2007;12.392,01;12.423,49;12.445,92;12.337,37;0,001146603
09.01.2007;12.424,77;12.416,60;12.466,43;12.369,17;-0,000271677
10.01.2007;12.417,00;12.442,16;12.451,61;12.355,63;0,000907024
11.01.2007;12.442,96;12.514,98;12.544,46;12.442,96;0,00249535
12.01.2007;12.514,66;12.556,08;12.561,04;12.489,66;0,001426718
16.01.2007;12.555,84;12.582,59;12.585,08;12.538,93;0,000539945
17.01.2007;12.571,46;12.577,15;12.614,00;12.550,55;0,000124348
18.01.2007;12.575,06;12.567,93;12.611,91;12.547,34;-0,000246313
19.01.2007;12.567,93;12.565,53;12.586,84;12.523,55;-5,52927E-05
22.01.2007;12.566,33;12.477,16;12.572,58;12.450,89;-0,003070092
23.01.2007;12.477,81;12.533,80;12.554,23;12.468,35;0,001964142
24.01.2007;12.534,37;12.621,77;12.623,45;12.531,08;0,003017752
25.01.2007;12.621,77;12.502,56;12.622,65;12.487,34;-0,004096305
26.01.2007;12.503,28;12.487,02;12.539,09;12.431,34;-0,000562367
29.01.2007;12.487,10;12.490,78;12.542,70;12.481,49;0,000178382
30.01.2007;12.492,23;12.523,31;12.538,45;12.459,46;0,000965398
31.01.2007;12.520,03;12.621,69;12.657,02;12.505,20;0,003357618
01.02.2007;12.617,20;12.673,68;12.682,57;12.616,08;0,001945233
02.02.2007;12.673,84;12.653,49;12.683,93;12.638,35;-0,00070064
05.02.2007;12.653,41;12.661,74;12.681,21;12.629,86;0,000283067
06.02.2007;12.661,66;12.666,31;12.680,57;12.633,94;-0,000164671
07.02.2007;12.656,86;12.666,87;12.700,28;12.630,50;0,000302192
08.02.2007;12.665,67;12.637,63;12.665,83;12.575,86;-0,000948786
09.02.2007;12.638,03;12.580,83;12.675,68;12.545,10;-0,001994943
12.02.2007;12.580,11;12.552,55;12.607,51;12.536,21;-0,001068744
13.02.2007;12.549,19;12.654,85;12.658,22;12.549,19;0,003519116
14.02.2007;12.651,29;12.741,86;12.759,40;12.651,21;0,003092565
15.02.2007;12.741,70;12.765,01;12.779,03;12.728,72;0,000763843
16.02.2007;12.764,13;12.767,57;12.769,17;12.744,02;9,25371E-05
20.02.2007;12.766,85;12.786,64;12.795,93;12.704,68;0,000544616
21.02.2007;12.782,87;12.738,41;12.782,87;12.707,17;-0,001603165
22.02.2007;12.735,77;12.686,02;12.763,73;12.650,61;-0,001909721
23.02.2007;12.679,89;12.647,48;12.682,13;12.628,02;-0,00109775
26.02.2007;12.647,88;12.632,26;12.697,23;12.608,47;-0,000652212
27.02.2007;12.628,90;12.216,24;12.629,38;12.086,06;-0,014474897
28.02.2007;12.214,92;12.268,63;12.353,47;12.186,04;0,001797817
01.03.2007;12.265,59;12.234,34;12.289,22;12.059,54;-0,001127777
02.03.2007;12.233,78;12.114,10;12.247,40;12.107,37;-0,004358788
05.03.2007;12.111,61;12.050,41;12.188,84;12.039,11;-0,002172665
06.03.2007;12.051,17;12.207,59;12.224,41;12.050,61;0,005489355
07.03.2007;12.204,46;12.192,45;12.256,94;12.178,99;-0,000396241
08.03.2007;12.193,33;12.260,70;12.303,64;12.193,33;0,002441109
09.03.2007;12.262,06;12.276,32;12.330,88;12.228,50;0,000482122
12.03.2007;12.275,68;12.318,62;12.349,95;12.246,52;0,001123933
13.03.2007;12.307,49;12.075,96;12.307,57;12.071,48;-0,008299616
14.03.2007;12.074,52;12.133,40;12.142,94;11.939,61;0,002104049
15.03.2007;12.133,16;12.159,68;12.188,12;12.105,92;0,000965365
16.03.2007;12.160,16;12.110,41;12.190,36;12.082,13;-0,001780443
19.03.2007;12.110,41;12.226,17;12.234,67;12.110,41;0,004154317
20.03.2007;12.226,81;12.288,10;12.294,03;12.213,11;0,002202674
21.03.2007;12.288,98;12.447,52;12.480,45;12.263,51;0,005539082
22.03.2007;12.446,72;12.461,14;12.476,28;12.408,51;0,00048055
23.03.2007;12.460,50;12.481,01;12.511,05;12.448,65;0,000691991
26.03.2007;12.480,37;12.469,07;12.486,78;12.367,17;-0,000410116
27.03.2007;12.468,59;12.397,29;12.468,67;12.377,27;-0,00251861
28.03.2007;12.396,49;12.300,36;12.396,49;12.257,42;-0,00334137
29.03.2007;12.301,48;12.348,75;12.381,91;12.267,59;0,001671261
30.03.2007;12.348,91;12.354,35;12.416,68;12.242,60;0,000197251
02.04.2007;12.354,52;12.382,30;12.394,98;12.324,28;0,00086144
03.04.2007;12.379,05;12.510,30;12.534,27;12.379,05;0,004617204
04.04.2007;12.511,36;12.530,05;12.541,51;12.495,75;0,000411489
05.04.2007;12.523,22;12.560,20;12.572,47;12.500,39;0,001364905
09.04.2007;12.562,64;12.569,14;12.593,60;12.555,32;0,000202189
10.04.2007;12.568,49;12.573,85;12.588,56;12.549,47;0,000159957
11.04.2007;12.573,12;12.484,62;12.580,03;12.455,85;-0,003101824
12.04.2007;12.483,64;12.552,96;12.557,35;12.428,22;0,002368581
13.04.2007;12.551,91;12.612,13;12.615,38;12.530,21;0,002061749
16.04.2007;12.611,64;12.720,46;12.731,18;12.611,31;0,003700523
17.04.2007;12.719,56;12.773,04;12.790,02;12.707,45;0,001755537
18.04.2007;12.771,08;12.803,84;12.838,46;12.728,99;0,00097454
19.04.2007;12.799,77;12.808,63;12.830,08;12.734,92;0,00038595
20.04.2007;12.811,15;12.961,98;12.966,29;12.810,17;0,005066813
23.04.2007;12.961,49;12.919,40;12.983,92;12.916,63;-0,001404517
24.04.2007;12.919,64;12.953,94;12.989,86;12.901,68;0,001066975
25.04.2007;12.951,42;13.089,89;13.107,45;12.951,42;0,004583772
26.04.2007;13.088,84;13.105,50;13.132,80;13.068,12;0,000504051
27.04.2007;13.104,04;13.120,94;13.148,00;13.073,40;0,000535576
30.04.2007;13.120,21;13.062,91;13.162,06;13.061,53;-0,001906171
01.05.2007;13.062,75;13.136,14;13.137,76;13.041,30;0,002360413
02.05.2007;13.133,94;13.211,88;13.256,33;13.130,53;0,00239764
03.05.2007;13.206,65;13.241,38;13.246,82;13.196,03;0,001196334
04.05.2007;13.243,08;13.264,62;13.284,53;13.228,78;0,000689767
07.05.2007;13.264,13;13.312,97;13.317,69;13.260,80;0,001479708
08.05.2007;13.309,40;13.309,07;13.314,43;13.237,56;-0,000286592
09.05.2007;13.300,62;13.362,87;13.369,29;13.278,35;0,00190369
10.05.2007;13.359,05;13.215,13;13.359,13;13.210,90;-0,004800436
11.05.2007;13.212,20;13.326,22;13.333,45;13.212,04;0,003718478
14.05.2007;13.325,81;13.346,78;13.383,76;13.297,04;0,000659131
15.05.2007;13.346,05;13.383,84;13.481,60;13.339,47;0,000912793
16.05.2007;13.374,13;13.487,53;13.489,57;13.363,93;0,003648529
17.05.2007;13.486,96;13.476,72;13.516,71;13.447,79;-0,000340176
18.05.2007;13.476,40;13.556,53;13.558,48;13.476,40;0,002574646
21.05.2007;13.556,53;13.542,88;13.586,03;13.529,14;-0,000369851
22.05.2007;13.544,99;13.539,95;13.586,68;13.528,98;-0,000133082
23.05.2007;13.540,84;13.525,65;13.609,76;13.505,17;-0,000585405
24.05.2007;13.522,60;13.441,13;13.624,55;13.423,90;-0,002598249
25.05.2007;13.441,94;13.507,28;13.516,14;13.440,07;0,00210595
29.05.2007;13.507,28;13.521,34;13.564,66;13.465,35;0,000341005
30.05.2007;13.517,89;13.633,08;13.636,09;13.456,73;0,003682527
31.05.2007;13.633,00;13.627,64;13.673,07;13.614,72;-0,000137322
01.06.2007;13.628,69;13.668,11;13.692,00;13.624,39;0,001225754
04.06.2007;13.667,21;13.676,32;13.690,38;13.618,78;0,000189981
05.06.2007;13.673,19;13.595,46;13.673,51;13.551,00;-0,002629301
06.06.2007;13.590,66;13.465,67;13.591,07;13.437,31;-0,004083218
07.06.2007;13.463,48;13.266,73;13.480,22;13.259,82;-0,006380018
08.06.2007;13.267,14;13.424,39;13.431,22;13.251,53;0,00509622
11.06.2007;13.423,74;13.424,96;13.478,11;13.381,64;2,10288E-05
12.06.2007;13.424,39;13.295,01;13.449,50;13.294,61;-0,004447361
13.06.2007;13.287,62;13.482,35;13.485,12;13.287,62;0,006320974
14.06.2007;13.482,43;13.553,72;13.581,61;13.479,35;0,00238421
15.06.2007;13.556,65;13.639,48;13.688,66;13.556,49;0,002630146
18.06.2007;13.639,00;13.612,98;13.667,94;13.608,76;-0,000870799
19.06.2007;13.611,68;13.635,42;13.652,17;13.577,22;0,000793097
20.06.2007;13.636,56;13.489,42;13.674,36;13.483,25;-0,004800419
21.06.2007;13.486,66;13.545,84;13.564,21;13.398,87;0,001875562
22.06.2007;13.545,03;13.360,26;13.545,11;13.359,69;-0,005970587
25.06.2007;13.360,09;13.352,05;13.488,77;13.299,78;-0,000251025
26.06.2007;13.352,37;13.337,66;13.452,52;13.308,72;-0,000502487
27.06.2007;13.336,93;13.427,73;13.433,01;13.259,86;0,002938642
28.06.2007;13.427,48;13.422,28;13.498,29;13.389,28;-0,000157542
29.06.2007;13.422,61;13.408,62;13.524,54;13.314,00;-0,000421148
02.07.2007;13.409,60;13.535,43;13.537,87;13.409,52;0,003931081
03.07.2007;13.531,53;13.577,30;13.591,69;13.531,53;0,001432602
05.07.2007;13.576,24;13.565,84;13.580,06;13.513,49;-0,000551526
06.07.2007;13.559,01;13.611,68;13.633,63;13.537,95;0,001715016
09.07.2007;13.612,66;13.649,97;13.670,46;13.609,00;0,00114479
10.07.2007;13.648,59;13.501,70;13.649,24;13.496,17;-0,004741152
11.07.2007;13.500,40;13.577,87;13.590,95;13.474,79;0,002531706
12.07.2007;13.579,33;13.861,73;13.869,94;13.579,17;0,008880501
13.07.2007;13.859,86;13.907,25;13.932,29;13.845,88;0,001477422
16.07.2007;13.907,09;13.950,98;13.989,11;13.894,98;0,001398957
17.07.2007;13.951,96;13.971,55;14.021,95;13.942,85;9,61744E-05
18.07.2007;13.955,05;13.918,22;13.965,94;13.823,60;-0,001129914
19.07.2007;13.918,79;14.000,41;14.015,85;13.918,79;0,002549198
20.07.2007;14.000,73;13.851,08;14.009,27;13.797,67;-0,004646663
23.07.2007;13.851,73;13.943,42;13.973,99;13.851,73;0,002786794
24.07.2007;13.940,90;13.716,95;13.940,99;13.701,59;-0,006992099
25.07.2007;13.718,25;13.785,07;13.822,22;13.674,84;0,002048824
26.07.2007;13.783,12;13.473,57;13.783,45;13.335,30;-0,009893543
27.07.2007;13.472,68;13.265,47;13.520,80;13.265,47;-0,006707127
30.07.2007;13.266,21;13.358,31;13.397,73;13.219,14;0,003081045
31.07.2007;13.360,66;13.211,99;13.498,53;13.199,79;-0,004889261
01.08.2007;13.211,09;13.362,37;13.393,02;13.132,65;0,004796936
02.08.2007;13.357,82;13.463,33;13.503,33;13.350,42;0,003382064
03.08.2007;13.462,25;13.181,91;13.471,79;13.175,24;-0,009099117
06.08.2007;13.183,13;13.468,78;13.470,16;13.158,58;0,009275544
07.08.2007;13.467,72;13.504,30;13.608,11;13.347,17;0,00095057
08.08.2007;13.497,23;13.657,86;13.695,82;13.484,79;0,004962129
09.08.2007;13.652,33;13.270,68;13.652,33;13.270,68;-0,012316546
10.08.2007;13.270,59;13.239,54;13.306,52;13.057,86;-0,001059981
13.08.2007;13.238,24;13.236,53;13.338,15;13.219,46;-8,26791E-05
14.08.2007;13.235,72;13.028,92;13.269,78;13.018,27;-0,007072215
15.08.2007;13.021,93;12.861,47;13.119,32;12.834,24;-0,005450598
16.08.2007;12.859,52;12.845,78;12.885,85;12.517,94;-0,00038754
17.08.2007;12.848,05;13.079,08;13.167,68;12.847,81;0,007721051
20.08.2007;13.078,51;13.121,35;13.181,66;12.982,75;0,001377221
21.08.2007;13.120,05;13.090,86;13.178,33;13.052,17;-0,001053576
22.08.2007;13.088,26;13.236,13;13.248,08;13.088,26;0,004916514
23.08.2007;13.237,27;13.235,88;13.298,64;13.169,15;-0,000180156
24.08.2007;13.231,78;13.378,87;13.381,47;13.208,65;0,00474565
