Datum;Eröffnung;Schluss;Tageshoch;Tagestief;Daily Return
13.03.2015;17.889,05;17.749,31;17.889,05;17.629,89;-0,003358582
16.03.2015;17.751,24;17.977,42;17.988,50;17.751,24;0,00537303
17.03.2015;17.972,22;17.849,08;17.972,22;17.785,79;-0,003041369
18.03.2015;17.846,80;18.076,19;18.097,12;17.697,52;0,005459799
19.03.2015;18.072,58;17.959,03;18.072,99;17.934,24;-0,0026865
20.03.2015;17.961,13;18.127,65;18.197,29;17.961,13;0,004225332
23.03.2015;18.136,73;18.116,04;18.205,93;18.116,04;-0,000619675
24.03.2015;18.110,87;18.011,14;18.149,24;18.010,44;-0,002362667
25.03.2015;18.012,61;17.718,54;18.041,97;17.718,54;-0,007204356
26.03.2015;17.716,27;17.678,23;17.759,51;17.579,27;-0,001046532
27.03.2015;17.673,63;17.712,66;17.729,14;17.630,49;0,001321245
30.03.2015;17.727,48;17.976,31;18.008,64;17.727,48;0,005789162
31.03.2015;17.965,37;17.776,12;17.965,37;17.773,02;-0,004540561
01.04.2015;17.778,52;17.698,18;17.778,52;17.585,01;-0,001934116
02.04.2015;17.699,52;17.763,24;17.815,03;17.673,49;0,001371418
06.04.2015;17.755,50;17.880,85;17.941,79;17.646,80;0,003139525
07.04.2015;17.884,32;17.875,42;17.983,12;17.871,21;-0,00016273
08.04.2015;17.877,62;17.902,51;17.976,20;17.822,23;0,000487522
09.04.2015;17.897,70;17.958,73;17.984,22;17.823,10;0,001430028
10.04.2015;17.956,73;18.057,65;18.066,76;17.945,55;0,002305771
13.04.2015;18.052,32;17.977,04;18.107,57;17.974,81;-0,001764834
14.04.2015;17.979,11;18.036,70;18.075,60;17.905,48;0,001605784
15.04.2015;18.045,71;18.112,61;18.160,52;18.045,71;0,001455018
16.04.2015;18.106,27;18.105,77;18.169,26;18.063,86;-8,89967E-05
17.04.2015;18.102,56;17.826,30;18.102,56;17.748,53;-0,006316421
20.04.2015;17.841,18;18.034,93;18.092,22;17.841,18;0,004674029
21.04.2015;18.034,23;17.949,59;18.109,70;17.929,63;-0,002013312
22.04.2015;17.950,82;18.038,27;18.056,02;17.887,76;0,001957198
23.04.2015;18.031,90;18.058,69;18.133,03;17.966,77;0,000590158
24.04.2015;18.056,42;18.080,14;18.108,87;18.009,08;0,000996296
27.04.2015;18.097,89;18.037,97;18.175,56;18.024,66;-0,001490126
28.04.2015;18.035,90;18.110,14;18.119,65;17.917,36;0,001389327
29.04.2015;18.093,69;18.035,53;18.096,46;17.953,69;-0,001451215
30.04.2015;18.033,33;17.840,52;18.033,33;17.774,89;-0,004212227
01.05.2015;17.859,27;18.024,06;18.028,89;17.859,27;0,004036146
04.05.2015;18.026,02;18.070,40;18.133,76;18.026,02;0,000878733
05.05.2015;18.062,53;17.928,20;18.086,01;17.905,71;-0,003081801
06.05.2015;17.934,81;17.841,98;18.019,75;17.733,12;-0,002295844
07.05.2015;17.840,25;17.924,06;17.973,07;17.796,94;0,002267512
08.05.2015;17.933,64;18.191,11;18.205,23;17.933,64;0,006111245
11.05.2015;18.187,78;18.105,17;18.199,95;18.089,11;-0,002193265
12.05.2015;18.096,16;18.068,23;18.119,18;17.924,80;-0,000619382
13.05.2015;18.070,37;18.060,49;18.132,79;18.039,20;-0,000189425
14.05.2015;18.062,49;18.252,24;18.255,21;18.062,49;0,004532127
15.05.2015;18.251,97;18.272,56;18.272,72;18.215,07;0,000363426
18.05.2015;18.267,25;18.298,88;18.325,54;18.244,26;0,000789308
19.05.2015;18.300,48;18.312,39;18.351,36;18.261,35;0,000345865
20.05.2015;18.315,06;18.285,40;18.350,13;18.272,56;-0,000692718
21.05.2015;18.285,87;18.285,74;18.314,89;18.249,90;2,37496E-05
22.05.2015;18.286,87;18.232,02;18.286,87;18.217,14;-0,001358665
26.05.2015;18.229,75;18.041,54;18.229,75;17.990,02;-0,004421901
27.05.2015;18.045,08;18.162,99;18.190,35;18.045,08;0,002616869
28.05.2015;18.154,14;18.126,12;18.154,14;18.066,40;-0,000622913
29.05.2015;18.128,12;18.010,68;18.128,12;17.967,74;-0,002650523
01.06.2015;18.017,82;18.040,37;18.105,83;17.982,06;0,000373686
02.06.2015;18.033,33;18.011,94;18.091,87;17.925,33;-0,000359224
03.06.2015;18.018,42;18.076,27;18.168,09;18.010,42;0,001300807
04.06.2015;18.072,47;17.905,58;18.087,15;17.876,95;-0,00403397
05.06.2015;17.905,38;17.849,46;17.940,78;17.822,90;-0,00135846
08.06.2015;17.849,46;17.766,55;17.852,35;17.760,61;-0,002012202
09.06.2015;17.766,95;17.764,04;17.817,83;17.714,97;-3,83787E-05
10.06.2015;17.765,38;18.000,40;18.045,14;17.765,38;0,005728644
11.06.2015;18.001,27;18.039,37;18.109,77;18.001,27;0,000832987
12.06.2015;18.035,83;17.898,84;18.035,83;17.857,07;-0,003507343
15.06.2015;17.890,76;17.791,17;17.890,76;17.698,42;-0,002515586
16.06.2015;17.787,43;17.904,48;17.919,62;17.774,12;0,002972197
17.06.2015;17.909,58;17.935,74;17.998,00;17.839,65;0,000848623
18.06.2015;17.944,61;18.115,84;18.174,73;17.944,61;0,004134041
19.06.2015;18.116,24;18.015,95;18.117,71;18.010,58;-0,002129429
22.06.2015;18.027,63;18.119,78;18.181,67;18.027,63;0,002262218
23.06.2015;18.121,78;18.144,07;18.188,81;18.108,10;0,000414881
24.06.2015;18.139,10;17.966,07;18.139,10;17.966,07;-0,003895859
25.06.2015;17.977,11;17.890,36;18.036,10;17.890,36;-0,002060258
26.06.2015;17.892,03;17.946,68;18.013,15;17.892,03;0,001083895
29.06.2015;17.936,74;17.596,35;17.936,74;17.590,55;-0,008231832
30.06.2015;17.599,96;17.619,51;17.714,66;17.576,50;0,000940612
01.07.2015;17.638,12;17.757,91;17.801,83;17.638,12;0,003071847
02.07.2015;17.763,32;17.730,11;17.825,49;17.687,52;-0,000862437
06.07.2015;17.728,08;17.683,58;17.734,36;17.564,36;-0,001058603
07.07.2015;17.684,92;17.776,91;17.793,45;17.465,68;0,001815652
08.07.2015;17.759,01;17.515,42;17.759,01;17.496,22;-0,005627422
09.07.2015;17.530,38;17.548,62;17.764,85;17.530,38;0,00076088
10.07.2015;17.561,12;17.760,41;17.797,49;17.561,12;0,005557087
13.07.2015;17.787,27;17.977,68;17.987,57;17.787,27;0,004550179
14.07.2015;17.974,61;18.053,58;18.072,82;17.956,17;0,001899047
15.07.2015;18.053,38;18.050,17;18.090,39;18.010,15;0,000595702
16.07.2015;18.078,16;18.120,25;18.131,61;18.065,33;0,000945962
17.07.2015;18.117,58;18.086,45;18.121,12;18.032,06;-0,000759822
20.07.2015;18.085,91;18.100,41;18.137,12;18.064,50;0,000258302
21.07.2015;18.096,67;17.919,29;18.096,67;17.868,34;-0,004300651
22.07.2015;17.918,35;17.851,04;17.919,35;17.807,41;-0,001567836
23.07.2015;17.853,78;17.731,92;17.860,95;17.705,03;-0,002995724
24.07.2015;17.731,05;17.568,53;17.756,54;17.553,73;-0,004165922
27.07.2015;17.561,78;17.440,59;17.561,78;17.399,17;-0,00277783
28.07.2015;17.449,81;17.630,27;17.650,07;17.449,81;0,004496096
29.07.2015;17.631,40;17.751,39;17.776,78;17.629,20;0,002746129
30.07.2015;17.743,24;17.745,98;17.761,25;17.640,85;0,00030903
31.07.2015;17.755,87;17.689,86;17.783,59;17.671,59;-0,001448686
03.08.2015;17.696,74;17.598,20;17.704,76;17.496,61;-0,002456364
04.08.2015;17.596,93;17.550,69;17.635,78;17.505,50;-0,001030135
05.08.2015;17.555,24;17.540,47;17.661,37;17.492,90;-0,000312563
06.08.2015;17.542,61;17.419,75;17.572,04;17.362,86;-0,003172226
07.08.2015;17.414,94;17.373,38;17.414,94;17.279,08;-0,00099267
10.08.2015;17.375,18;17.615,17;17.629,13;17.375,18;0,005425155
11.08.2015;17.593,59;17.402,84;17.593,59;17.352,63;-0,005231486
12.08.2015;17.382,93;17.402,51;17.423,90;17.125,81;0,000467199
13.08.2015;17.401,64;17.408,25;17.481,78;17.341,34;0,000211585
14.08.2015;17.410,12;17.477,40;17.492,90;17.394,06;0,001557262
17.08.2015;17.472,66;17.545,18;17.551,40;17.341,72;0,001603705
18.08.2015;17.537,30;17.511,34;17.568,40;17.486,42;-0,000707838
19.08.2015;17.508,74;17.348,73;17.517,19;17.282,42;-0,004072577
20.08.2015;17.345,32;16.990,69;17.345,32;16.990,69;-0,0089713
21.08.2015;16.990,69;16.459,75;16.990,69;16.459,55;-0,013787782
24.08.2015;16.459,75;15.871,35;16.459,75;15.370,33;-0,01551066
25.08.2015;15.882,27;15.666,44;16.312,94;15.651,24;-0,005670117
26.08.2015;15.676,26;16.285,51;16.303,75;15.676,26;0,016558906
27.08.2015;16.285,51;16.654,77;16.666,69;16.285,51;0,009597745
28.08.2015;16.649,42;16.643,01;16.669,97;16.535,18;-0,00045411
31.08.2015;16.632,02;16.528,03;16.632,02;16.444,05;-0,002723906
01.09.2015;16.528,03;16.058,35;16.528,03;15.979,95;-0,012520173
02.09.2015;16.058,35;16.351,38;16.352,58;16.058,35;0,008197575
03.09.2015;16.364,34;16.374,76;16.550,07;16.317,31;0,000196875
04.09.2015;16.371,76;16.102,38;16.371,76;16.026,61;-0,007001716
08.09.2015;16.109,93;16.492,68;16.503,41;16.109,93;0,010522928
09.09.2015;16.505,04;16.253,57;16.664,65;16.220,10;-0,006694536
10.09.2015;16.252,57;16.330,40;16.441,94;16.212,08;0,002074777
11.09.2015;16.330,40;16.433,09;16.434,76;16.244,65;0,003191784
14.09.2015;16.450,86;16.370,96;16.450,86;16.330,87;-0,001806309
15.09.2015;16.382,58;16.599,85;16.644,11;16.382,58;0,005712971
16.09.2015;16.599,51;16.739,95;16.755,98;16.593,90;0,003610371
17.09.2015;16.738,08;16.674,74;16.933,43;16.639,93;-0,001646568
18.09.2015;16.674,74;16.384,58;16.674,74;16.343,76;-0,007053717
21.09.2015;16.406,10;16.510,19;16.578,60;16.391,88;0,001884648
22.09.2015;16.477,45;16.330,47;16.477,45;16.221,73;-0,003829093
23.09.2015;16.332,81;16.279,89;16.355,29;16.211,98;-0,002017566
24.09.2015;16.257,11;16.201,32;16.257,11;16.016,36;-0,001392433
25.09.2015;16.205,07;16.314,67;16.465,23;16.205,07;0,002889847
28.09.2015;16.313,26;16.001,89;16.313,26;15.981,85;-0,008373006
29.09.2015;16.001,76;16.049,13;16.118,89;15.942,37;0,001498819
30.09.2015;16.057,08;16.284,70;16.297,60;16.057,08;0,005951014
01.10.2015;16.278,62;16.272,01;16.348,87;16.073,82;-0,000543788
02.10.2015;16.258,25;16.472,37;16.472,77;16.013,66;0,006465417
05.10.2015;16.502,10;16.776,43;16.798,37;16.502,10;0,007097942
06.10.2015;16.774,02;16.790,19;16.865,09;16.746,03;0,000812214
07.10.2015;16.805,42;16.912,29;16.963,30;16.765,00;0,002544481
08.10.2015;16.904,17;17.050,75;17.081,28;16.859,34;0,003849978
09.10.2015;17.054,69;17.084,49;17.110,88;17.027,23;0,000702261
12.10.2015;17.082,29;17.131,86;17.139,21;17.064,58;0,000794018
13.10.2015;17.113,55;17.081,89;17.172,81;17.034,45;-0,000875635
14.10.2015;17.079,08;16.924,75;17.111,38;16.887,67;-0,003426488
15.10.2015;16.944,86;17.141,75;17.144,42;16.933,57;0,005017172
16.10.2015;17.141,75;17.215,97;17.220,02;17.107,35;0,001711329
19.10.2015;17.209,43;17.230,54;17.235,95;17.129,19;0,000480225
20.10.2015;17.228,47;17.217,11;17.264,88;17.147,99;-6,40329E-05
21.10.2015;17.225,93;17.168,61;17.314,99;17.153,13;-0,001137274
22.10.2015;17.180,88;17.489,16;17.505,18;17.180,88;0,008615348
23.10.2015;17.525,11;17.646,70;17.679,37;17.525,11;0,003073376
26.10.2015;17.649,57;17.623,05;17.660,70;17.602,51;-0,001002149
27.10.2015;17.608,89;17.581,43;17.635,18;17.540,57;-0,000547872
28.10.2015;17.586,69;17.779,52;17.779,95;17.556,71;0,004539978
29.10.2015;17.771,50;17.755,80;17.786,00;17.684,72;-0,000364274
30.10.2015;17.756,60;17.663,54;17.799,96;17.662,87;-0,002058872
02.11.2015;17.672,62;17.828,76;17.845,90;17.655,02;0,003600424
03.11.2015;17.819,74;17.918,15;17.977,85;17.796,02;0,002668753
04.11.2015;17.929,58;17.867,58;17.964,12;17.828,83;-0,001415186
05.11.2015;17.871,25;17.863,43;17.929,51;17.779,19;-0,000389725
06.11.2015;17.855,22;17.910,33;17.912,04;17.768,60;0,001106749
09.11.2015;17.900,78;17.730,48;17.900,78;17.667,78;-0,004307028
10.11.2015;17.724,13;17.758,21;17.768,66;17.657,72;0,001110281
11.11.2015;17.769,50;17.702,22;17.807,18;17.696,91;-0,001899995
12.11.2015;17.691,93;17.448,07;17.691,93;17.443,50;-0,006247409
13.11.2015;17.439,25;17.245,24;17.439,25;17.238,89;-0,005244038
16.11.2015;17.229,94;17.483,01;17.483,01;17.210,43;0,006431297
17.11.2015;17.486,99;17.489,50;17.599,33;17.451,41;-3,72545E-05
18.11.2015;17.485,49;17.737,16;17.752,16;17.485,49;0,006271647
19.11.2015;17.739,83;17.732,75;17.772,97;17.681,98;-0,000173362
20.11.2015;17.732,75;17.823,81;17.914,34;17.732,75;0,002219579
23.11.2015;17.823,61;17.792,68;17.868,18;17.751,53;-0,001286248
24.11.2015;17.770,90;17.812,19;17.862,60;17.683,51;0,001218017
25.11.2015;17.820,81;17.813,39;17.854,92;17.801,83;-0,000360095
27.11.2015;17.806,04;17.798,49;17.830,36;17.749,32;-7,80559E-05
30.11.2015;17.802,84;17.719,92;17.837,24;17.719,79;-0,002032434
01.12.2015;17.719,72;17.888,35;17.895,50;17.719,72;0,003986921
02.12.2015;17.883,14;17.729,68;17.901,58;17.708,20;-0,003451727
03.12.2015;17.741,57;17.477,67;17.780,59;17.425,56;-0,006384041
04.12.2015;17.482,68;17.847,63;17.866,47;17.482,68;0,008920469
07.12.2015;17.845,49;17.730,51;17.845,49;17.639,25;-0,003457322
08.12.2015;17.703,99;17.568,00;17.703,99;17.485,39;-0,003591659
09.12.2015;17.558,18;17.492,30;17.767,69;17.403,51;-0,00161098
10.12.2015;17.493,17;17.574,75;17.697,74;17.474,66;0,002020639
11.12.2015;17.574,75;17.265,21;17.574,75;17.230,50;-0,007418058
14.12.2015;17.277,11;17.368,50;17.378,02;17.138,47;0,002448216
15.12.2015;17.374,78;17.524,91;17.627,63;17.341,18;0,00388366
16.12.2015;17.530,85;17.749,09;17.784,36;17.483,68;0,00555537
17.12.2015;17.756,54;17.495,84;17.796,76;17.493,50;-0,006443404
18.12.2015;17.495,04;17.128,55;17.496,58;17.124,31;-0,008525736
21.12.2015;17.154,94;17.251,62;17.272,36;17.116,73;0,002489263
22.12.2015;17.253,55;17.417,27;17.451,11;17.242,86;0,004359864
23.12.2015;17.427,63;17.602,61;17.607,92;17.427,63;0,00410799
24.12.2015;17.593,26;17.552,17;17.606,34;17.543,95;-0,001424205
28.12.2015;17.535,66;17.528,27;17.536,90;17.437,34;0,000289917
29.12.2015;17.547,37;17.720,98;17.750,02;17.547,37;0,004054099
30.12.2015;17.711,94;17.603,87;17.714,13;17.588,87;-0,002983998
31.12.2015;17.590,66;17.425,03;17.590,66;17.421,16;-0,00459613
04.01.2016;17.405,48;17.148,94;17.405,48;16.957,63;-0,006485193
05.01.2016;17.147,50;17.158,66;17.195,84;17.038,61;0,000185607
06.01.2016;17.154,83;16.906,51;17.154,83;16.817,62;-0,006798941
07.01.2016;16.888,36;16.514,10;16.888,36;16.463,63;-0,009599255
08.01.2016;16.519,17;16.346,45;16.651,89;16.314,57;-0,004239169
11.01.2016;16.358,71;16.398,57;16.461,85;16.232,03;0,001600559
12.01.2016;16.419,11;16.516,22;16.591,35;16.322,07;0,002834692
13.01.2016;16.526,63;16.151,41;16.593,51;16.123,20;-0,009769554
14.01.2016;16.159,01;16.379,05;16.482,05;16.075,12;0,005218007
15.01.2016;16.354,33;15.988,08;16.354,33;15.842,11;-0,009256345
19.01.2016;16.009,45;16.016,02;16.171,96;15.900,25;-0,000542887
20.01.2016;15.989,45;15.766,74;15.989,45;15.450,56;-0,006032952
21.01.2016;15.768,87;15.882,68;16.038,59;15.704,66;0,004172497
22.01.2016;15.921,10;16.093,51;16.136,79;15.921,10;0,004487413
25.01.2016;16.086,46;15.885,22;16.086,46;15.880,15;-0,005250228
26.01.2016;15.893,16;16.167,23;16.185,79;15.893,16;0,007465922
27.01.2016;16.168,74;15.944,46;16.235,03;15.878,30;-0,005635671
28.01.2016;15.960,28;16.069,64;16.102,14;15.863,72;0,003522556
29.01.2016;16.090,26;16.466,30;16.466,30;16.090,26;0,009698665
01.02.2016;16.453,63;16.449,18;16.510,98;16.299,47;-0,00088302
02.02.2016;16.420,21;16.153,54;16.420,21;16.108,44;-0,006233805
03.02.2016;16.186,20;16.336,66;16.381,69;15.960,45;0,003832506
04.02.2016;16.329,67;16.416,58;16.485,84;16.266,16;0,00234152
05.02.2016;16.417,95;16.204,97;16.423,63;16.129,81;-0,007213367
08.02.2016;16.147,51;16.027,05;16.147,51;15.803,55;-0,003838759
09.02.2016;16.005,41;16.014,38;16.136,62;15.881,11;0,000818682
10.02.2016;16.035,61;15.914,74;16.201,89;15.899,91;-0,00374791
11.02.2016;15.897,82;15.660,18;15.897,82;15.503,01;-0,005669793
12.02.2016;15.691,62;15.973,84;15.974,04;15.691,62;0,008788377
16.02.2016;16.012,39;16.196,41;16.196,41;16.012,39;0,005540601
17.02.2016;16.217,98;16.453,83;16.486,12;16.217,98;0,007059522
18.02.2016;16.483,76;16.413,43;16.511,84;16.390,43;-0,001922296
19.02.2016;16.410,96;16.391,99;16.410,96;16.278,00;0,00016325
22.02.2016;16.417,13;16.620,66;16.664,24;16.417,13;0,005082592
23.02.2016;16.610,39;16.431,78;16.610,39;16.403,53;-0,005037359
24.02.2016;16.418,84;16.484,99;16.507,39;16.165,86;0,002256744
25.02.2016;16.504,38;16.697,29;16.697,98;16.458,42;0,005447403
26.02.2016;16.712,70;16.639,97;16.795,98;16.623,91;-0,002046004
29.02.2016;16.634,15;16.516,50;16.726,12;16.510,40;-0,002316255
01.03.2016;16.545,67;16.865,08;16.865,56;16.545,67;0,007945702
02.03.2016;16.851,17;16.899,32;16.900,17;16.766,32;0,001158211
03.03.2016;16.896,17;16.943,90;16.944,31;16.820,73;0,001253303
04.03.2016;16.945,00;17.006,77;17.062,38;16.898,84;0,001184779
07.03.2016;16.991,29;17.073,95;17.099,25;16.940,48;0,001515097
08.03.2016;17.050,67;16.964,10;17.072,79;16.921,51;-0,002080849
09.03.2016;16.969,17;17.000,36;17.048,50;16.947,94;0,000942851
10.03.2016;17.006,05;16.995,13;17.130,11;16.821,86;0,000228247
11.03.2016;17.014,99;17.213,31;17.220,09;17.014,99;0,004885828
14.03.2016;17.207,49;17.229,13;17.275,07;17.161,16;0,000243737
15.03.2016;17.217,15;17.251,53;17.251,70;17.120,35;0,000811219
16.03.2016;17.249,34;17.325,76;17.379,18;17.204,07;0,001810007
17.03.2016;17.321,38;17.481,49;17.529,01;17.297,65;0,003995957
18.03.2016;17.481,49;17.602,30;17.620,58;17.481,49;0,002679986
21.03.2016;17.589,70;17.623,87;17.644,97;17.551,28;0,000321102
22.03.2016;17.602,71;17.582,57;17.648,94;17.540,42;-0,000343077
23.03.2016;17.588,81;17.502,59;17.588,81;17.486,27;-0,002562624
24.03.2016;17.485,33;17.515,73;17.517,14;17.399,01;0,001010957
28.03.2016;17.526,08;17.535,39;17.583,81;17.493,03;-0,000334658
29.03.2016;17.512,58;17.633,11;17.642,81;17.434,27;0,003452644
30.03.2016;17.652,36;17.716,66;17.790,11;17.652,36;0,001564122
31.03.2016;17.716,05;17.685,09;17.755,70;17.669,72;-0,00133341
01.04.2016;17.661,74;17.792,75;17.811,48;17.568,02;0,003371632
04.04.2016;17.799,39;17.737,00;17.806,38;17.710,67;-0,001989686
05.04.2016;17.718,03;17.603,32;17.718,03;17.579,56;-0,002768302
06.04.2016;17.605,45;17.716,05;17.723,55;17.542,54;0,002013921
07.04.2016;17.687,28;17.541,96;17.687,28;17.484,23;-0,003250569
08.04.2016;17.555,39;17.576,96;17.694,51;17.528,16;0,000768441
11.04.2016;17.586,48;17.556,41;17.731,63;17.555,90;-0,00037404
12.04.2016;17.571,34;17.721,25;17.744,43;17.553,57;0,00418937
13.04.2016;17.741,66;17.908,28;17.918,35;17.741,66;0,00415589
14.04.2016;17.912,25;17.926,43;17.962,14;17.885,44;0,000332039
15.04.2016;17.925,95;17.897,46;17.937,65;17.867,41;-0,000866985
18.04.2016;17.890,20;18.004,16;18.009,53;17.848,22;0,002949154
19.04.2016;18.012,10;18.053,60;18.103,46;17.984,43;0,001141132
20.04.2016;18.059,49;18.096,27;18.167,63;18.031,21;0,000801261
21.04.2016;18.092,84;17.982,52;18.107,29;17.963,89;-0,002595093
22.04.2016;17.985,05;18.003,75;18.026,85;17.909,89;0,000142206
25.04.2016;17.990,94;17.977,24;17.990,94;17.855,55;-8,59456E-05
26.04.2016;17.987,38;17.990,32;18.043,77;17.934,17;0,000211453
27.04.2016;17.996,14;18.041,55;18.084,66;17.920,26;0,000668924
28.04.2016;18.023,88;17.830,76;18.035,73;17.796,55;-0,005109025
29.04.2016;17.813,09;17.773,64;17.814,83;17.651,98;-0,000715185
02.05.2016;17.783,78;17.891,16;17.912,35;17.773,71;0,002118702
03.05.2016;17.870,75;17.750,91;17.870,75;17.670,88;-0,003311097
04.05.2016;17.735,02;17.651,26;17.738,06;17.609,01;-0,001730825
05.05.2016;17.664,48;17.660,71;17.736,11;17.615,82;-0,000348766
06.05.2016;17.650,30;17.740,63;17.744,54;17.580,38;0,002295766
09.05.2016;17.743,85;17.705,91;17.783,16;17.668,38;-0,000420943
10.05.2016;17.726,66;17.928,35;17.934,61;17.726,66;0,004687582
11.05.2016;17.919,03;17.711,12;17.919,03;17.711,05;-0,004801519
12.05.2016;17.722,01;17.720,50;17.798,19;17.625,38;-0,000266952
13.05.2016;17.711,12;17.535,32;17.734,74;17.512,48;-0,004420509
16.05.2016;17.531,76;17.710,71;17.755,80;17.531,76;0,004183571
17.05.2016;17.701,46;17.529,98;17.701,46;17.469,92;-0,004939275
18.05.2016;17.501,28;17.526,62;17.636,22;17.418,21;0,0003195
19.05.2016;17.514,16;17.435,40;17.514,16;17.331,07;-0,001909575
20.05.2016;17.437,32;17.500,94;17.571,75;17.437,32;0,001732986
23.05.2016;17.507,04;17.492,93;17.550,70;17.480,05;0,000450011
24.05.2016;17.525,19;17.706,05;17.742,59;17.525,19;0,005170662
25.05.2016;17.735,09;17.851,51;17.891,71;17.735,09;0,003036386
26.05.2016;17.859,52;17.828,29;17.888,66;17.803,82;-0,000795172
27.05.2016;17.826,85;17.873,22;17.873,22;17.824,73;0,001572143
31.05.2016;17.891,50;17.787,20;17.899,24;17.724,03;-0,003337083
01.06.2016;17.754,55;17.789,67;17.809,18;17.664,79;0,000843086
02.06.2016;17.789,05;17.838,56;17.838,56;17.703,55;0,000262367
03.06.2016;17.799,80;17.807,06;17.833,17;17.689,68;0,000631227
06.06.2016;17.825,69;17.920,33;17.949,68;17.822,81;0,002684573
07.06.2016;17.936,22;17.938,28;18.003,23;17.936,22;-0,000104372
08.06.2016;17.931,91;18.005,05;18.016,00;17.931,91;0,000921043
09.06.2016;17.969,98;17.985,19;18.005,22;17.915,88;-0,000753722
10.06.2016;17.938,82;17.865,34;17.938,82;17.812,34;-0,00263035
13.06.2016;17.830,50;17.732,48;17.893,28;17.731,35;-0,002926079
14.06.2016;17.710,77;17.674,82;17.733,92;17.595,79;-0,000174628
15.06.2016;17.703,65;17.640,17;17.762,96;17.629,01;-0,002495124
16.06.2016;17.602,23;17.733,10;17.754,91;17.471,29;0,003225298
17.06.2016;17.733,44;17.675,16;17.733,44;17.602,78;8,39931E-05
20.06.2016;17.736,87;17.804,87;17.946,36;17.736,87;0,002209321
21.06.2016;17.827,33;17.829,73;17.877,84;17.799,80;0,000130069
22.06.2016;17.832,67;17.780,83;17.920,16;17.770,36;0,000278519
23.06.2016;17.844,11;18.011,07;18.011,07;17.844,11;0,002488017
24.06.2016;17.946,63;17.400,75;17.946,63;17.356,34;-0,014553036
27.06.2016;17.355,21;17.140,24;17.355,21;17.063,08;-0,004141112
28.06.2016;17.190,51;17.409,72;17.409,72;17.190,51;0,00665647
29.06.2016;17.456,02;17.694,68;17.704,51;17.456,02;0,006341007
30.06.2016;17.712,76;17.929,99;17.930,61;17.711,80;0,005154512
01.07.2016;17.924,24;17.949,37;18.002,38;17.916,91;-0,000479766
05.07.2016;17.904,45;17.840,62;17.904,45;17.785,28;-0,002358763
06.07.2016;17.807,47;17.918,62;17.926,91;17.713,45;0,002838529
07.07.2016;17.924,24;17.895,88;17.984,95;17.816,65;0,00113681
08.07.2016;17.971,22;18.146,74;18.166,77;17.971,22;0,004574872
11.07.2016;18.161,53;18.226,93;18.283,90;18.161,53;0,00232741
12.07.2016;18.259,12;18.347,67;18.371,95;18.259,12;0,00231666
13.07.2016;18.356,78;18.372,12;18.390,16;18.315,76;0,001358711
14.07.2016;18.414,30;18.506,41;18.537,57;18.414,30;0,002224925
15.07.2016;18.508,88;18.516,55;18.557,43;18.471,62;0,000297189
18.07.2016;18.521,55;18.533,05;18.556,13;18.489,84;-0,000432363
19.07.2016;18.503,12;18.559,01;18.562,53;18.495,11;0,00186385
20.07.2016;18.582,70;18.595,03;18.622,01;18.555,65;0,00016964
21.07.2016;18.589,96;18.517,23;18.590,44;18.469,67;-0,001540166
22.07.2016;18.524,15;18.570,85;18.571,30;18.491,59;0,000710733
25.07.2016;18.554,49;18.493,06;18.555,69;18.452,62;-0,001339038
26.07.2016;18.497,37;18.473,75;18.522,47;18.387,22;-0,000566206
27.07.2016;18.473,27;18.472,17;18.542,39;18.430,94;-0,00028832
28.07.2016;18.461,01;18.456,35;18.483,26;18.368,82;-0,000435194
29.07.2016;18.442,52;18.432,24;18.466,55;18.371,12;-0,0001889
01.08.2016;18.434,50;18.404,51;18.467,03;18.355,75;-0,000786397
02.08.2016;18.401,15;18.313,77;18.403,65;18.247,79;-0,002083573
03.08.2016;18.313,08;18.355,00;18.355,00;18.283,23;0,000908519
04.08.2016;18.351,43;18.352,05;18.397,87;18.325,17;0,001213995
05.08.2016;18.402,80;18.543,53;18.543,53;18.402,80;0,003241049
08.08.2016;18.540,65;18.529,29;18.569,31;18.502,03;-6,09064E-05
09.08.2016;18.538,05;18.533,05;18.585,32;18.507,75;8,03478E-05
10.08.2016;18.541,48;18.495,66;18.561,75;18.468,78;-0,000524989
11.08.2016;18.519,08;18.613,52;18.638,34;18.519,08;0,001791956
12.08.2016;18.595,65;18.576,47;18.606,06;18.535,86;-0,000164915
15.08.2016;18.588,59;18.636,05;18.668,44;18.588,59;0,00060446
16.08.2016;18.614,48;18.552,02;18.614,86;18.550,65;-0,00180935
17.08.2016;18.537,09;18.573,94;18.582,35;18.468,68;0,000689419
18.08.2016;18.566,54;18.597,70;18.600,82;18.533,29;0,00043556
19.08.2016;18.585,17;18.552,57;18.585,17;18.491,24;-0,001153797
22.08.2016;18.535,86;18.529,42;18.570,92;18.466,86;0,000774372
23.08.2016;18.568,94;18.547,30;18.631,60;18.545,52;-0,000735949
24.08.2016;18.537,50;18.481,48;18.539,15;18.448,27;-0,001555818
25.08.2016;18.471,21;18.448,41;18.497,68;18.431,46;-7,73613E-05
26.08.2016;18.467,92;18.395,40;18.572,09;18.335,34;-0,001097945
29.08.2016;18.421,29;18.502,99;18.523,09;18.419,92;0,001646935
30.08.2016;18.491,28;18.454,30;18.514,29;18.408,52;-0,001283786
31.08.2016;18.436,70;18.400,88;18.439,68;18.333,56;-0,000946332
